"gene1","gene2","p.value","q.value"
"TP53","ATRX",0,0
"IDH1","ATRX",6.02184968556685e-13,1.8902339079068e-09
"CIC","FUBP1",1.12413411912371e-10,2.52426809768499e-07
"IDH1","TP53",1.32826732501812e-07,0.000238843361531028
"IDH1","CIC",3.35128397133122e-06,0.00475207141290507
