"gene1","gene2","p.value","q.value"
"NRAS","BRAF",5.84834748757413e-37,1.55845975633538e-36
"NF1","BRAF",1.35207941088153e-08,9.7020126442063e-07
"PTEN","NRAS",4.79339147706609e-06,0.000583920087987417
"KIT","BRAF",4.30721302273075e-05,0.00615615673773027
"NF1","MAP2K1",6.82571585965322e-05,0.00700113742337128
"NRAS","KMT2D",6.82694704873326e-05,0.00700113742337128
"TLR4","BRAF",0.00010311231051323,0.00978845124655262
"KIT","NRAS",0.000115432220219192,0.00978845124655262
