"gene1","gene2","p.value","q.value"
"PTEN","IDH1",0.000501464157796028,0.00811163874727596
"IDH1","NF1",0.000569936939169459,0.00811163874727596
"IDH1","SPTA1",0.000855381310154831,0.00811163874727596
"IDH1","RB1",0.000855381310154831,0.00811163874727596
"PIK3CA","PTEN",0.00114084832355523,0.0082945364339744
